store_id,store_name,country,cohort_month,first_order_date,activity_week,orders_count,week_number
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-11-11,7,45
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-11-18,14,46
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-11-25,7,47
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-12-02,8,48
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-12-09,12,49
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-12-16,7,50
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-12-23,11,51
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-12-30,3,52
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-01-01,6,0
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-01-08,4,1
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-01-15,4,2
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-01-22,2,3
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-01-29,4,4
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-02-05,7,5
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-02-12,6,6
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-02-19,7,7
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-02-26,5,8
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-03-04,8,9
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-03-11,5,10
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-03-18,8,11
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-03-25,6,12
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-04-01,3,13
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-04-08,5,14
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-04-15,8,15
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-04-22,6,16
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-04-29,5,17
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-05-06,7,18
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-05-13,6,19
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-05-20,5,20
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-05-27,7,21
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-06-03,5,22
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-06-10,7,23
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-06-17,9,24
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-06-24,6,25
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-07-01,9,26
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-07-08,2,27
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-07-15,4,28
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-07-22,6,29
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-07-29,5,30
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-08-05,6,31
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-08-12,7,32
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-08-19,9,33
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-08-26,2,34
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-09-02,8,35
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-09-09,5,36
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-09-16,3,37
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-09-23,5,38
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-09-30,9,39
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-10-07,9,40
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-10-14,11,41
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-10-21,6,42
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-10-28,9,43
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-11-04,10,44
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-11-11,16,45
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-11-18,7,46
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-11-25,9,47
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-12-02,12,48
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-12-09,12,49
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-12-16,10,50
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-12-23,8,51
148,store-united-kingdom-3,United Kingdom,2024-07-01,2024-01-01,2024-12-30,3,52
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-01-01,4,0
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-01-08,6,1
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-01-15,6,2
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-01-22,7,3
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-01-29,5,4
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-02-05,5,5
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-02-12,10,6
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-02-19,6,7
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-02-26,1,8
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-03-04,7,9
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-03-11,5,10
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-03-18,2,11
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-03-25,2,12
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-04-01,6,13
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-04-08,2,14
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-04-15,7,15
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-04-22,7,16
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-04-29,1,17
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-05-06,8,18
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-05-13,4,19
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-05-20,6,20
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-05-27,7,21
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-06-03,12,22
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-06-10,7,23
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-06-17,4,24
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-06-24,10,25
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-07-01,7,26
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-07-08,8,27
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-07-15,5,28
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-07-22,10,29
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-07-29,8,30
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-08-05,11,31
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-08-12,9,32
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-08-19,5,33
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-08-26,1,34
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-09-02,7,35
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-09-09,13,36
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-09-16,8,37
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-09-23,6,38
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-09-30,5,39
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-10-07,5,40
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-10-14,6,41
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-10-21,3,42
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-10-28,5,43
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-11-04,12,44
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-11-11,11,45
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-11-18,9,46
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-11-25,11,47
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-12-02,7,48
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-12-09,16,49
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-12-16,6,50
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-12-23,9,51
157,store-belgium-2,Belgium,2024-07-01,2024-01-01,2024-12-30,1,52
122,store-france-2,France,2024-08-01,2024-01-04,2024-01-01,5,0
122,store-france-2,France,2024-08-01,2024-01-04,2024-01-08,3,1
122,store-france-2,France,2024-08-01,2024-01-04,2024-01-15,3,2
122,store-france-2,France,2024-08-01,2024-01-04,2024-01-22,6,3
122,store-france-2,France,2024-08-01,2024-01-04,2024-01-29,4,4
122,store-france-2,France,2024-08-01,2024-01-04,2024-02-05,5,5
122,store-france-2,France,2024-08-01,2024-01-04,2024-02-12,2,6
122,store-france-2,France,2024-08-01,2024-01-04,2024-02-19,4,7
122,store-france-2,France,2024-08-01,2024-01-04,2024-02-26,7,8
122,store-france-2,France,2024-08-01,2024-01-04,2024-03-04,5,9
122,store-france-2,France,2024-08-01,2024-01-04,2024-03-11,8,10
122,store-france-2,France,2024-08-01,2024-01-04,2024-03-18,3,11
122,store-france-2,France,2024-08-01,2024-01-04,2024-03-25,11,12
122,store-france-2,France,2024-08-01,2024-01-04,2024-04-01,6,13
122,store-france-2,France,2024-08-01,2024-01-04,2024-04-08,3,14
122,store-france-2,France,2024-08-01,2024-01-04,2024-04-15,7,15
122,store-france-2,France,2024-08-01,2024-01-04,2024-04-22,2,16
122,store-france-2,France,2024-08-01,2024-01-04,2024-04-29,11,17
122,store-france-2,France,2024-08-01,2024-01-04,2024-05-06,6,18
122,store-france-2,France,2024-08-01,2024-01-04,2024-05-13,6,19
122,store-france-2,France,2024-08-01,2024-01-04,2024-05-20,5,20
122,store-france-2,France,2024-08-01,2024-01-04,2024-05-27,7,21
122,store-france-2,France,2024-08-01,2024-01-04,2024-06-03,8,22
122,store-france-2,France,2024-08-01,2024-01-04,2024-06-10,4,23
122,store-france-2,France,2024-08-01,2024-01-04,2024-06-17,10,24
122,store-france-2,France,2024-08-01,2024-01-04,2024-06-24,7,25
122,store-france-2,France,2024-08-01,2024-01-04,2024-07-01,5,26
122,store-france-2,France,2024-08-01,2024-01-04,2024-07-08,6,27
122,store-france-2,France,2024-08-01,2024-01-04,2024-07-15,1,28
122,store-france-2,France,2024-08-01,2024-01-04,2024-07-22,6,29
122,store-france-2,France,2024-08-01,2024-01-04,2024-07-29,10,30
122,store-france-2,France,2024-08-01,2024-01-04,2024-08-05,8,31
122,store-france-2,France,2024-08-01,2024-01-04,2024-08-12,11,32
122,store-france-2,France,2024-08-01,2024-01-04,2024-08-19,3,33
122,store-france-2,France,2024-08-01,2024-01-04,2024-08-26,11,34
122,store-france-2,France,2024-08-01,2024-01-04,2024-09-02,8,35
122,store-france-2,France,2024-08-01,2024-01-04,2024-09-09,9,36
122,store-france-2,France,2024-08-01,2024-01-04,2024-09-16,6,37
122,store-france-2,France,2024-08-01,2024-01-04,2024-09-23,13,38
122,store-france-2,France,2024-08-01,2024-01-04,2024-09-30,3,39
122,store-france-2,France,2024-08-01,2024-01-04,2024-10-07,8,40
122,store-france-2,France,2024-08-01,2024-01-04,2024-10-14,8,41
122,store-france-2,France,2024-08-01,2024-01-04,2024-10-21,6,42
122,store-france-2,France,2024-08-01,2024-01-04,2024-10-28,4,43
122,store-france-2,France,2024-08-01,2024-01-04,2024-11-04,13,44
122,store-france-2,France,2024-08-01,2024-01-04,2024-11-11,7,45
122,store-france-2,France,2024-08-01,2024-01-04,2024-11-18,9,46
122,store-france-2,France,2024-08-01,2024-01-04,2024-11-25,14,47
122,store-france-2,France,2024-08-01,2024-01-04,2024-12-02,12,48
122,store-france-2,France,2024-08-01,2024-01-04,2024-12-09,11,49
122,store-france-2,France,2024-08-01,2024-01-04,2024-12-16,3,50
122,store-france-2,France,2024-08-01,2024-01-04,2024-12-23,12,51
125,store-france-5,France,2024-08-01,2024-01-02,2024-01-01,6,0
125,store-france-5,France,2024-08-01,2024-01-02,2024-01-08,6,1
125,store-france-5,France,2024-08-01,2024-01-02,2024-01-15,4,2
125,store-france-5,France,2024-08-01,2024-01-02,2024-01-22,3,3
125,store-france-5,France,2024-08-01,2024-01-02,2024-01-29,5,4
125,store-france-5,France,2024-08-01,2024-01-02,2024-02-05,2,5
125,store-france-5,France,2024-08-01,2024-01-02,2024-02-12,5,6
125,store-france-5,France,2024-08-01,2024-01-02,2024-02-19,3,7
125,store-france-5,France,2024-08-01,2024-01-02,2024-02-26,3,8
125,store-france-5,France,2024-08-01,2024-01-02,2024-03-04,5,9
125,store-france-5,France,2024-08-01,2024-01-02,2024-03-11,3,10
125,store-france-5,France,2024-08-01,2024-01-02,2024-03-18,5,11
125,store-france-5,France,2024-08-01,2024-01-02,2024-03-25,3,12
125,store-france-5,France,2024-08-01,2024-01-02,2024-04-01,11,13
125,store-france-5,France,2024-08-01,2024-01-02,2024-04-08,10,14
125,store-france-5,France,2024-08-01,2024-01-02,2024-04-15,6,15
125,store-france-5,France,2024-08-01,2024-01-02,2024-04-22,7,16
125,store-france-5,France,2024-08-01,2024-01-02,2024-04-29,8,17
125,store-france-5,France,2024-08-01,2024-01-02,2024-05-06,4,18
125,store-france-5,France,2024-08-01,2024-01-02,2024-05-13,7,19
125,store-france-5,France,2024-08-01,2024-01-02,2024-05-20,7,20
125,store-france-5,France,2024-08-01,2024-01-02,2024-05-27,7,21
125,store-france-5,France,2024-08-01,2024-01-02,2024-06-03,7,22
125,store-france-5,France,2024-08-01,2024-01-02,2024-06-10,6,23
125,store-france-5,France,2024-08-01,2024-01-02,2024-06-17,5,24
125,store-france-5,France,2024-08-01,2024-01-02,2024-06-24,3,25
125,store-france-5,France,2024-08-01,2024-01-02,2024-07-01,7,26
125,store-france-5,France,2024-08-01,2024-01-02,2024-07-08,2,27
125,store-france-5,France,2024-08-01,2024-01-02,2024-07-15,7,28
125,store-france-5,France,2024-08-01,2024-01-02,2024-07-22,8,29
125,store-france-5,France,2024-08-01,2024-01-02,2024-07-29,12,30
125,store-france-5,France,2024-08-01,2024-01-02,2024-08-05,8,31
125,store-france-5,France,2024-08-01,2024-01-02,2024-08-12,6,32
125,store-france-5,France,2024-08-01,2024-01-02,2024-08-19,2,33
125,store-france-5,France,2024-08-01,2024-01-02,2024-08-26,6,34
125,store-france-5,France,2024-08-01,2024-01-02,2024-09-02,7,35
125,store-france-5,France,2024-08-01,2024-01-02,2024-09-09,4,36
125,store-france-5,France,2024-08-01,2024-01-02,2024-09-16,7,37
125,store-france-5,France,2024-08-01,2024-01-02,2024-09-23,5,38
125,store-france-5,France,2024-08-01,2024-01-02,2024-09-30,6,39
125,store-france-5,France,2024-08-01,2024-01-02,2024-10-07,4,40
125,store-france-5,France,2024-08-01,2024-01-02,2024-10-14,6,41
125,store-france-5,France,2024-08-01,2024-01-02,2024-10-21,8,42
125,store-france-5,France,2024-08-01,2024-01-02,2024-10-28,6,43
125,store-france-5,France,2024-08-01,2024-01-02,2024-11-04,8,44
125,store-france-5,France,2024-08-01,2024-01-02,2024-11-11,5,45
125,store-france-5,France,2024-08-01,2024-01-02,2024-11-18,12,46
125,store-france-5,France,2024-08-01,2024-01-02,2024-11-25,14,47
125,store-france-5,France,2024-08-01,2024-01-02,2024-12-02,12,48
125,store-france-5,France,2024-08-01,2024-01-02,2024-12-09,17,49
125,store-france-5,France,2024-08-01,2024-01-02,2024-12-16,12,50
125,store-france-5,France,2024-08-01,2024-01-02,2024-12-23,8,51
125,store-france-5,France,2024-08-01,2024-01-02,2024-12-30,2,52
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-01-01,5,0
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-01-08,2,1
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-01-15,3,2
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-01-22,7,3
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-01-29,5,4
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-02-05,7,5
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-02-12,6,6
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-02-19,2,7
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-03-04,7,9
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-03-11,5,10
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-03-18,10,11
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-03-25,4,12
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-04-01,3,13
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-04-08,10,14
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-04-15,10,15
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-04-22,6,16
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-04-29,6,17
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-05-06,5,18
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-05-13,11,19
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-05-20,6,20
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-05-27,6,21
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-06-03,7,22
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-06-10,3,23
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-06-17,7,24
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-06-24,10,25
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-07-01,8,26
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-07-08,12,27
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-07-15,7,28
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-07-22,2,29
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-07-29,12,30
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-08-05,9,31
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-08-12,2,32
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-08-19,4,33
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-08-26,5,34
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-09-02,8,35
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-09-09,6,36
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-09-16,13,37
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-09-23,6,38
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-09-30,5,39
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-10-07,11,40
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-10-14,9,41
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-10-21,7,42
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-10-28,7,43
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-11-04,7,44
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-11-11,11,45
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-11-18,12,46
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-11-25,12,47
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-12-02,7,48
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-12-09,14,49
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-12-16,12,50
149,store-united-kingdom-4,United Kingdom,2024-08-01,2024-01-03,2024-12-23,6,51
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-01-01,5,0
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-01-08,2,1
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-01-15,4,2
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-01-22,8,3
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-01-29,7,4
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-02-05,8,5
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-02-12,4,6
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-02-19,3,7
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-02-26,5,8
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-03-04,4,9
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-03-11,6,10
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-03-18,7,11
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-03-25,3,12
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-04-01,5,13
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-04-08,5,14
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-04-15,9,15
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-04-22,8,16
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-04-29,9,17
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-05-06,4,18
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-05-13,7,19
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-05-20,7,20
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-05-27,5,21
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-06-03,2,22
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-06-10,3,23
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-06-17,4,24
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-06-24,8,25
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-07-01,3,26
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-07-08,3,27
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-07-15,7,28
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-07-22,6,29
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-07-29,7,30
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-08-05,12,31
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-08-12,7,32
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-08-19,4,33
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-08-26,7,34
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-09-02,7,35
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-09-09,6,36
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-09-16,5,37
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-09-23,6,38
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-09-30,10,39
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-10-07,9,40
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-10-14,6,41
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-10-21,6,42
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-10-28,4,43
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-11-04,13,44
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-11-11,12,45
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-11-18,15,46
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-11-25,6,47
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-12-02,13,48
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-12-09,11,49
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-12-16,9,50
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-12-23,8,51
155,store-netherlands-5,Netherlands,2024-08-01,2024-01-01,2024-12-30,4,52
159,store-belgium-4,Belgium,2024-08-01,2024-01-01,2024-01-01,7,0
159,store-belgium-4,Belgium,2024-08-01,2024-01-01,2024-01-08,10,1
159,store-belgium-4,Belgium,2024-08-01,2024-01-01,2024-01-22,6,3
159,store-belgium-4,Belgium,2024-08-01,2024-01-01,2024-01-29,2,4
159,store-belgium-4,Belgium,2024-08-01,2024-01-01,2024-02-05,5,5
159,store-belgium-4,Belgium,2024-08-01,2024-01-01,2024-02-12,6,6
159,store-belgium-4,Belgium,2024-08-01,2024-01-01,2024-02-19,6,7
159,store-belgium-4,Belgium,2024-08-01,2024-01-01,2024-02-26,6,8
159,store-belgium-4,Belgium,2024-08-01,2024-01-01,2024-03-04,9,9
159,store-belgium-4,Belgium,2024-08-01,2024-01-01,2024-03-11,16,10
159,store-belgium-4,Belgium,2024-08-01,2024-01-01,2024-03-18,6,11
159,store-belgium-4,Belgium,2024-08-01,2024-01-01,2024-03-25,9,12
159,store-belgium-4,Belgium,2024-08-01,2024-01-01,2024-04-01,10,13
159,store-belgium-4,Belgium,2024-08-01,2024-01-01,2024-04-08,10,14
159,store-belgium-4,Belgium,2024-08-01,2024-01-01,2024-04-15,5,15
159,store-belgium-4,Belgium,2024-08-01,2024-01-01,2024-04-22,7,16
159,store-belgium-4,Belgium,2024-08-01,2024-01-01,2024-04-29,2,17
159,store-belgium-4,Belgium,2024-08-01,2024-01-01,2024-05-06,3,18
159,store-belgium-4,Belgium,2024-08-01,2024-01-01,2024-05-13,2,19
159,store-belgium-4,Belgium,2024-08-01,2024-01-01,2024-05-20,3,20
159,store-belgium-4,Belgium,2024-08-01,2024-01-01,2024-05-27,6,21
159,store-belgium-4,Belgium,2024-08-01,2024-01-01,2024-06-03,5,22
159,store-belgium-4,Belgium,2024-08-01,2024-01-01,2024-06-10,6,23
